Address,Bedrooms,Bathrooms,Agent Name,Building,Price,Organization,Area Code,Phone Number,Property Type
"703 MASHKIG AVENUE|Orleans, Ontario K4A0Y7",4 + 0,3,Christopher Blenkiron,House,"$999,000",RE/MAX HALLMARK EXCELLENCE GROUP REALTY,613,913-4665,"$999,000"
"4981 FLAGG ROAD|Iroquois, Ontario K0E1K0",2 + 0,1,Brandy Burns,House,"$425,000",RE/MAX HALLMARK REALTY GROUP,613,246-1600,"$425,000"
"40 NEPEAN STREET UNIT#507|Ottawa, Ontario K2P0X4",2 + 0,2,Sepehr Safaee,Apartment,"$649,900",KELLER WILLIAMS INTEGRITY REALTY,613,769-9302,"$649,900"
"11 OBLATS AVENUE UNIT#213|Ottawa, Ontario K1S1C1",2 + 0,2,Marnie Bennett,Apartment,"$799,900",BENNETT PROPERTY SHOP REALTY,613,233-8606,"$799,900"
"534 HILSON AVENUE|Ottawa, Ontario K1Z6C8",3 + 0,2,Serge Papineau,House,"$939,900",RE/MAX HALLMARK REALTY GROUP,613,868-6652,"$939,900"
"64 METROPOLE PRIVATE|Ottawa, Ontario K1Z1G1",3 + 0,3,Susan Chell,Row / Townhouse,"$742,900",RE/MAX HALLMARK REALTY GROUP,613,563-1717,"$742,900"
"199 KENT STREET UNIT#1808|Ottawa, Ontario K2P2K8",2 + 0,1,Paul Franchuk,Apartment,"$399,900",RE/MAX HALLMARK REALTY GROUP,613,852-0395,"$399,900"
"2250 COTTERS CRESCENT UNIT#116|Ottawa, Ontario K1V8Y6",3 + 0,3,Kathy McVeigh,Row / Townhouse,"$389,900",ROYAL LEPAGE PERFORMANCE REALTY,613,859-7494,"$389,900"
"146 HINTON NORTH AVENUE|Ottawa, Ontario K1Y1A1",3 + 0,3,Margo Lindsay,House,"$929,000",ROYAL LEPAGE TEAM REALTY,613,795-6274,"$929,000"
"1100 AMBLESIDE DRIVE UNIT#507|Ottawa, Ontario K2B8G6",2 + 0,1,Joanne James,Apartment,"$314,900",RE/MAX HALLMARK REALTY GROUP,613,203-4000,"$314,900"
"1287 COBDEN ROAD|Ottawa, Ontario K2C3A4",2 + 2,2,Lei Guo,House,"$729,900",ROYAL LEPAGE TEAM REALTY,613,986-7089,"$729,900"
"6192 FALLOWFIELD ROAD|Stittsville, Ontario K2S1B8",4 + 0,2,Paul J. Bourque,House,"$699,000",KELLER WILLIAMS INTEGRITY REALTY,613,324-5959,"$699,000"
"40 BARN SWALLOW PRIVATE|Ottawa, Ontario K4M0H5",3 + 0,3,Dong Donna Sun,Row / Townhouse,"$499,000",ROYAL LEPAGE PERFORMANCE REALTY,613,266-1352,"$499,000"
"1100 AMBLESIDE DRIVE UNIT#507|Ottawa, Ontario K2B8G6",2 + 0,1,Joanne James,Apartment,"$314,900",RE/MAX HALLMARK REALTY GROUP,613,203-4000,"$314,900"
"9 CHARNWOOD COURT|Ottawa, Ontario K2E7C9",4 + 0,3,Stacey Gibbs,House,"$724,000",COLDWELL BANKER RHODES & COMPANY,613,236-9551,"$724,000"
"1287 COBDEN ROAD|Ottawa, Ontario K2C3A4",2 + 2,2,Lei Guo,House,"$729,900",ROYAL LEPAGE TEAM REALTY,613,986-7089,"$729,900"
"40 BARN SWALLOW PRIVATE|Ottawa, Ontario K4M0H5",3 + 0,3,Dong Donna Sun,Row / Townhouse,"$499,000",ROYAL LEPAGE PERFORMANCE REALTY,613,266-1352,"$499,000"
"6192 FALLOWFIELD ROAD|Stittsville, Ontario K2S1B8",4 + 0,2,Paul J. Bourque,House,"$699,000",KELLER WILLIAMS INTEGRITY REALTY,613,324-5959,"$699,000"
"62 DRAGON PARK DRIVE|Nepean, Ontario K2J0H1",4 + 0,4,Marnie Bennett,House,"$1,170,000",BENNETT PROPERTY SHOP REALTY,613,233-8606,"$1,170,000"
"280 GRACEWOOD CRESCENT|Ottawa, Ontario K1T0J1",4 + 0,3,Mike Scerbo,House,"$929,000",FIDACITY REALTY,613,222-9915,"$929,000"
"49 PALMADEO DRIVE|Ottawa, Ontario K2J4Z3",3 + 0,3,Geoff Walker,Row / Townhouse,"$595,000",RE/MAX ABSOLUTE WALKER REALTY,613,422-2055,"$595,000"
"224 LYON STREET UNIT#404|Ottawa, Ontario K1R0C1",1 + 0,1,Stephanie Cartwright,Apartment,"$393,000",ENGEL & VOLKERS OTTAWA CENTRAL,613,296-6708,"$393,000"
"217 ARMSTRONG STREET|Ottawa, Ontario K1Y2W3",2 + 0,1,Natalie McGuire,House,"$629,900",ROYAL LEPAGE TEAM REALTY NATALIE MCGUIRE HOME TEAM,613,859-8474,"$629,900"
"881 PINECREST ROAD|Ottawa, Ontario K2B6B1",6 + 0,4,Reed Allen,House,"$1,000,000",RE/MAX HALLMARK REALTY GROUP,613,762-7818,"$1,000,000"
"146 Rue Brodeur|Gatineau (Hull), Quebec J8Y2R2",3,2,Yann Quéré,House,"$339,900",RE/MAX VISION - Hull,819,282-9213,"$339,900"
"217 ARMSTRONG STREET|Ottawa, Ontario K1Y2W3",2 + 0,1,Natalie McGuire,House,"$629,900",ROYAL LEPAGE TEAM REALTY NATALIE MCGUIRE HOME TEAM,613,859-8474,"$629,900"
"881 PINECREST ROAD|Ottawa, Ontario K2B6B1",6 + 0,4,Reed Allen,House,"$1,000,000",RE/MAX HALLMARK REALTY GROUP,613,762-7818,"$1,000,000"
"2239 IRIS STREET|Ottawa, Ontario K2C1B9",3 + 0,2,Ryan Cooper,House,"$549,900",ONE PERCENT REALTY LTD.,613,983-6258,"$549,900"
"1 SEYTON DRIVE UNIT#E|Ottawa, Ontario K2H8Y5",3 + 0,2,Randy Vandommelen,Row / Townhouse,"$379,900",RE/MAX ABSOLUTE REALTY INC.,613,220-9196,"$379,900"
"372 APHELION CRESCENT|Ottawa, Ontario K2J6N5",3 + 0,3,Steve Alexopoulos,Row / Townhouse,"$607,900",RE/MAX AFFILIATES CAPITAL PARTNERS,613,733-9494,"$607,900"
"85 HOBIN STREET|Ottawa, Ontario K2S1G8",4 + 0,3,Subhir Uppal,House,"$934,900",REDFIN,613,769-1254,"$934,900"
"24 PATRO STREET|Ottawa, Ontario K1N8B1",4 + 0,2,Ying Tian,House,"$699,000",ESTEEM REALTY INC.,613,979-7777,"$699,000"
"36 Rue du Renard|Cantley, Quebec J8V4C7",3,2,Jimmy Arseneault,House,"$479,800",RE/MAX VISION,819,664-7755,"$479,800"
"2044 ARROWSMITH DRIVE UNIT#208C|Ottawa, Ontario K1J7V8",2 + 0,1,Linda Pelletier,Apartment,"$224,900",HOMELIFE CAPITAL REALTY INC.,613,859-8869,"$224,900"
"199 SLATER STREET UNIT#609|Ottawa, Ontario K1P0C8",2 + 0,2,Gil Marques,Apartment,"$559,900",RE/MAX HALLMARK REALTY GROUP,613,851-3078,"$559,900"
"623 REARDON PRIVATE|Ottawa, Ontario K1V2K9",2 + 0,2,Leo Trudel,House,"$374,900",SUTTON GROUP - OTTAWA REALTY,613,808-6549,"$374,900"
"517 HARTLEIGH AVENUE|Ottawa, Ontario K2B5J5",,0,George Sterling,,"$395,000",ROYAL LEPAGE PERFORMANCE REALTY,613,733-9100,"$395,000"
"2209 RIVER ROAD|Kemptville, Ontario K0G1J0",3 + 0,2,Heather O'Neill,House,"$989,000",ROYAL LEPAGE PERFORMANCE REALTY,613,867-4663,"$989,000"
"29 FANTERRA WAY|Ottawa, Ontario K1T3Y7",4 + 2,4,Nezar Bekir,House,"$1,050,000",ROYAL LEPAGE PERFORMANCE REALTY,613,617-7191,"$1,050,000"
"324 LAURIER AVENUE UNIT#1501|Ottawa, Ontario K1N6P6",1 + 0,1,Amy Storie,Apartment,"$409,900",ROYAL LEPAGE TEAM REALTY,613,816-8000,"$409,900"
"158B MCARTHUR AVENUE UNIT#604|Ottawa, Ontario K1L8E7",2 + 0,1,Gary Shane,Apartment,"$240,000",RE/MAX HALLMARK REALTY GROUP,613,563-1155,"$240,000"
"179 LONGWORTH AVENUE|Ottawa, Ontario K1T0T2",4 + 0,3,Joanne Gauthier,Row / Townhouse,"$799,900",EQUITY ONE REAL ESTATE INC.,613,983-1186,"$799,900"
"11 Rue Jubilee|Gatineau (Aylmer), Quebec J9H4S9",3,1,Caroline Bertrand,House,"$1,388,000",ENGEL & VÖLKERS OUTAOUAIS,819,968-1881,"$1,388,000"
"850 CLAPHAM TERRACE|Ottawa, Ontario K2S2P1",3 + 0,3,Jagdeep Perhar,Row / Townhouse,"$699,000",ROYAL LEPAGE TEAM REALTY,613,720-4518,"$699,000"
"230 Ch. Freeman|#C|Gatineau (Hull), Quebec J8Z2B5",2,1,Nathalie Guindon,Apartment,"$199,900",RE/MAX VISION - Hull,819,328-3328,"$199,900"
"50 CROSBY PRIVATE|Ottawa, Ontario K4A0B8",0 + 2,3,Ryan Philippe,House,"$425,000",CENTURY 21 SYNERGY REALTY INC,613,818-9811,"$425,000"
"23 Rue de Munich|#1|Gatineau (Aylmer), Quebec J9J1N3",2,1,Eric Daveluy,Apartment,"$259,888",RE/MAX DIRECT INC. - Gatineau,819,962-6351,"$259,888"
"981 LAVIOLETTE STREET|Rockland, Ontario K4K1B9",2 + 2,2,Allister Beauchamp,House,"$549,900",KELLER WILLIAMS INTEGRITY REALTY,613,286-1267,"$549,900"
"215 GUIGUES AVENUE|Ottawa, Ontario K1N5J3",3 + 0,1,Shan Cappuccino,Row / Townhouse,"$574,900",ROYAL LEPAGE PERFORMANCE REALTY,613,276-7426,"$574,900"
"434 HARESFIELD COURT|Ottawa, Ontario K4M0B6",3 + 0,3,Lori A. Brown,Row / Townhouse,"$629,900",ROYAL LEPAGE TEAM REALTY,613,324-3603,"$629,900"
"109 RYLAND STREET|Ottawa, Ontario K2J6R1",3 + 0,3,Caroline Risi,House,"$899,900",KELLER WILLIAMS INTEGRITY REALTY,613,762-2698,"$899,900"
"24 DANIEL STREET|Smiths Falls, Ontario K7A1J3",4 + 0,2,PAULINE AUNGER,House,"$350,000",ROYAL LEPAGE ADVANTAGE REAL ESTATE LTD,613,285-9158,"$350,000"
"Rue de Percé|Gatineau (Gatineau), Quebec J8R2E6",,,Sylvie Potvin,,"$84,500",Century 21 ® Élite,819,921-4345,"$84,500"
"10 Rue de Munich|#11|Gatineau (Aylmer), Quebec J9J1N3",1,1,Pierre Bélanger,Apartment,"$169,900",RE/MAX DIRECT INC. - Gatineau,819,777-8888,"$169,900"
"2047 BREEZEWOOD STREET|Orleans, Ontario K4A4S3",3 + 0,3,Karyne Ibrahim,Row / Townhouse,"$569,900",PURPLEBRICKS,866,336-9637,"$569,900"
"201 BEEK ROAD|Merrickville, Ontario K0G1N0",6 + 0,4,Erica Young,House,"$889,000",ROYAL LEPAGE TEAM REALTY,613,619-5713,"$889,000"
"12350 COUNTY 18 ROAD|Williamsburg, Ontario K0C2H0",3 + 0,2,Emily Blanchard,House,"$365,000",ROYAL LEPAGE TEAM REALTY,613,774-4253,"$365,000"
"299 THOMAS STREET UNIT#106|Carleton Place, Ontario K7C4B8",0 + 2,2,Louise Gour,Apartment,"$199,900",ROYAL LEPAGE TEAM REALTY,613,862-8348,"$199,900"
"6789 MCCORDICK ROAD|North Gower, Ontario K0A2T0",2 + 0,2,Bonnie Jensen,House,"$675,000",RE/MAX HALLMARK REALTY GROUP,613,720-3050,"$675,000"
"36 LANCELOT STREET|Embrun, Ontario K0A1W0",3 + 0,2,Justin Wrigley,House,"$589,900",EXIT REALTY MATRIX,613,880-1607,"$589,900"
"214 TERRAVITA PRIVATE|Ottawa, Ontario K1V8Y9",2 + 0,2,Marnie Bennett,House,"$495,000",BENNETT PROPERTY SHOP REALTY,613,233-8606,"$495,000"
"178 KINGHAVEN CRESCENT|Ottawa, Ontario K2L1V4",3 + 0,3,Nancy Wright,Row / Townhouse,"$699,900",ROYAL LEPAGE TEAM REALTY,613,913-5451,"$699,900"
"2557 COUNTY ROAD 29 ROAD|Mississippi Mills, Ontario K0A2X0",3 + 0,2,Deborah Breen Whiting,House,"$279,000",ROYAL LEPAGE TEAM REALTY,613,857-0122,"$279,000"
"6157 MALAKOFF ROAD|Ottawa, Ontario K0A2Z0",3 + 0,2,Bonnie Jensen,House,"$679,900",RE/MAX HALLMARK REALTY GROUP,613,720-3050,"$679,900"
"17 Rue Boulay|Gatineau (Hull), Quebec J8Y4W6",,1,Joël Simard,Fourplex,"$399,900",RE/MAX DIRECT INC. - Gatineau,819,360-3184,"$399,900"
"2004 PLAINHILL DRIVE|Orleans, Ontario K4A0E6",4 + 0,4,Francois Tessier,House,"$849,900",CENTURY 21 SYNERGY REALTY INC,613,894-1801,"$849,900"
"475 LAURIER AVENUE UNIT#1703|Ottawa, Ontario K1R7X1",1 + 0,1,Arlene Kelly,Apartment,"$324,900",ZOLO REALTY,613,784-0498,"$324,900"
"198 Rue Kent|Gatineau (Hull), Quebec J8X3L3",2,1,Jimmy Arseneault,Duplex,"$399,900",RE/MAX VISION,819,664-7755,"$399,900"
"110 Boul. Moussette|Gatineau (Hull), Quebec J8Y5K3",3,2,Sébastien Fortier,House,"$349,900",VIA CAPITALE DIAMANT,819,962-1402,"$349,900"
"203 ESTURGEON STREET|Ottawa, Ontario K4A3W4",3 + 0,3,Angelo Toscano,House,"$699,900",RE/MAX DELTA REALTY TEAM,613,830-0000,"$699,900"
"285 Rue Champlain|Gatineau (Hull), Quebec J8X3S3",2,2,Mathieu Chénier,House,"$299,900",RE/MAX DIRECT INC. - Gatineau,819,210-1162,"$299,900"
"596 GAREAU STREET|Rockland, Ontario K4K1E1",3 + 0,2,Paul Rushforth,House,"$400,000",PAUL RUSHFORTH REAL ESTATE INC.,613,788-2122,"$400,000"
"76 Ch. Romanuk|Cantley, Quebec J8V0B6",2,1,Mathieu Arseneault,House,"$579,900",RE/MAX DIRECT INC. - Gatineau,819,664-0629,"$579,900"
"35Z Ch. de Larrimac|Chelsea, Quebec J9B2C4",,,John Macintyre,,"$359,000",Century 21 ® Élite,613,266-6224,"$359,000"
"1100 AMBLESIDE DRIVE UNIT#809|Ottawa, Ontario K2B8G6",2 + 0,1,Robert Kearns,Apartment,"$329,900",ROYAL LEPAGE PERFORMANCE REALTY,613,238-2801,"$329,900"
"116 ASSELIN STREET|Limoges, Ontario K0A2M0",3 + 0,2,Damion Pilgrim,Row / Townhouse,"$504,900",EXIT EXCEL REALTY,613,447-3839,"$504,900"
"1705 PLAYFAIR DRIVE UNIT#301|Ottawa, Ontario K1H8P6",2 + 0,2,Rose-Anne Freedman,Apartment,"$409,900",RE/MAX AFFILIATES REALTY LTD.,613,725-4564,"$409,900"
"1532 BEAVERPOND DRIVE UNIT#F|Ottawa, Ontario K1B3R9",3 + 0,2,Nafis Chowdhury,Row / Townhouse,"$339,900",AVENUE NORTH REALTY INC.,613,806-5984,"$339,900"
"158C MCARTHUR AVENUE UNIT#407|Ottawa, Ontario K1L8E7",3 + 0,1,Claude Jobin,Apartment,"$299,900",ROYAL LEPAGE TEAM REALTY,613,804-7979,"$299,900"
"21 MIDLAND CRESCENT UNIT#10|Ottawa, Ontario K2H8P6",4 + 0,3,Wassim Soweid,Row / Townhouse,"$429,800",COLDWELL BANKER FIRST OTTAWA REALTY,613,866-4467,"$429,800"
"771 BEAUREGARD CRESCENT|Orleans, Ontario K4A3C7",4 + 0,4,Michel Desnoyers,House,"$749,900",RE/MAX DELTA REALTY,613,223-8771,"$749,900"
"117 Ch. du Fer-à-Cheval|Gatineau (Masson-Angers), Quebec J8M1L9",3,2,Claude Parent,House,"$599,900",Royal LePage Vallée de l'Outaouais - Aylmer,819,775-6996,"$599,900"
"159 Rue du Merlot|Gatineau (Gatineau), Quebec J8R1S3",3,2,Yannick Arseneault,House,"$474,900",RE/MAX VISION,819,360-6967,"$474,900"
"281 Ch. Simmons|Gatineau (Aylmer), Quebec J9J3H6",,,Mathieu Allard,,"$249,900",RE/MAX DIRECT INC.,613,277-8111,"$249,900"
"212 Boul. St-Joseph|Gatineau (Hull), Quebec J8Y3X6",1,1,Steve Waters,Fourplex,"$675,000 +  GST +  QST",Royal LePage Vallée de l'Outaouais,613,889-2580,"$675,000 +  GST +  QST"
"560 CHAPMAN MILLS DRIVE UNIT#B|Ottawa, Ontario K2J0J2",2 + 0,3,Nick J. Kyte,House,"$398,800",COLDWELL BANKER FIRST OTTAWA REALTY,613,862-2012,"$398,800"
"13 SHANDON AVENUE|Ottawa, Ontario K2J4E1",3 + 1,4,Andrew Moore,House,"$749,900",ROYAL LEPAGE TEAM REALTY,613,324-3307,"$749,900"
"117 OXFORD STREET E|Kemptville, Ontario K0G1J0",,0,Hytham Atiyat,,"$249,900",ROYAL LEPAGE TEAM REALTY,613,262-1482,"$249,900"
"2903 GEORGIAN ROAD|South Mountain, Ontario K0E1W0",3 + 0,3,Emily Blanchard,House,"$599,900",ROYAL LEPAGE TEAM REALTY,613,774-4253,"$599,900"
"10333 SANDY CREEK ROAD|Brinston, Ontario K0E1C0",2 + 0,1,Emily Blanchard,House,"$499,900",ROYAL LEPAGE TEAM REALTY,613,774-4253,"$499,900"
"6161 PROVEN LINE ROAD|Richmond, Ontario K0A2Z0",3 + 0,2,Jennifer Biondi,House,"$899,900",KELLER WILLIAMS INTEGRITY REALTY,613,612-2094,"$899,900"
"530 LAURIER AVENUE W UNIT#1705|Ottawa, Ontario K1R7T1",2 + 0,2,Jeffrey Usher,Apartment,"$364,900",GRAPE VINE REALTY INC.,613,829-1000,"$364,900"
"915 ELMSMERE ROAD UNIT#502|Ottawa, Ontario K1J8H8",2 + 0,1,Josee Leger,Apartment,"$289,900",GRAPE VINE REALTY INC.,613,668-5174,"$289,900"
"89 Rue Brook|Gatineau (Aylmer), Quebec J9H2Y7",2,1,Vyncent Ledoux,House,"$250,000",RE/MAX VISION - Hull,819,593-1768,"$250,000"
"46 Rue de Lausanne|Gatineau (Gatineau), Quebec J8T6P8",2,2,Marcel Gaumond,Apartment,"$259,000",PROPRIO DIRECT,819,328-5985,"$259,000"
"184 LOUISA STREET|Ottawa, Ontario K1R6Z1",3 + 0,2,Marnie Bennett,House,"$720,000",BENNETT PROPERTY SHOP REALTY,613,233-8606,"$720,000"
"00 GLENVIEW ROAD|Smiths Falls, Ontario K7A4S4",,0,Ian Graham,,"$189,900",INNOVATION REALTY LTD.,613,296-4488,"$189,900"
"14 Rue de Bruxelles|#3|Gatineau (Aylmer), Quebec J9J0M3",1,1,Louise Bergeron,Apartment,"$215,000",VIA CAPITALE DIAMANT - Gatineau,819,360-3638,"$215,000"
"174 DUFFERIN ROAD UNIT#1|Ottawa, Ontario K1M2A6",3 + 1,3,Nila Matthews,Row / Townhouse,"$849,900",COLDWELL BANKER RHODES & COMPANY,613,761-0617,"$849,900"
"22 Rue des Mélèzes|Val-des-Monts, Quebec J8N7E5",3,3,Eric Boissonneault,House,"$639,000",RE/MAX DIRECT INC.,819,431-4942,"$639,000"
"10 Rue Laprade|Gatineau (Gatineau), Quebec J8P6P1",2,1,Yannick Arseneault,House,"$299,900",RE/MAX VISION,819,360-6967,"$299,900"
"19 Rue Adélard-Hamelin|Gatineau (Buckingham), Quebec J8L0Y8",4,2,Mathieu Arseneault,House,"$379,900",RE/MAX DIRECT INC. - Gatineau,819,664-0629,"$379,900"
"117 Ch. Prud'homme|Cantley, Quebec J8V3C9",4,1,Mélanie Cyr,House,"$574,900",RE/MAX VISION,819,246-0969,"$574,900"
"23 Rue Adélard-Hamelin|Gatineau (Buckingham), Quebec J8L0Y8",4,2,Mathieu Arseneault,House,"$379,900",RE/MAX DIRECT INC. - Gatineau,819,664-0629,"$379,900"
"389 VENDEVALE AVENUE|Stittsville, Ontario K2S0M7",4 + 0,4,Katy Kelly,House,"$849,900",PURPLEBRICKS,855,999-9740,"$849,900"
"240 ONYX CRES|Clarence-Rockland, Ontario K4K0H5",2 + 2,3,JAMES R. TASCA,House,"$649,990",ICI SOURCE REAL ASSET SERVICES INC.,800,253-1787,"$649,990"
"15 Rue D'Orsonnens|Gatineau (Hull), Quebec J8Y6H2",4,2,Stéphane Bisson,House,"$349,000",KELLER WILLIAMS DISTINCTION,819,743-2922,"$349,000"
"Lot 16 MCGUIRE ROAD|Montague, Ontario K7C4P2",3 + 0,2,Rob Anderson,House,"$684,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$684,900"
"61 NOLANS ROAD|Montague, Ontario K7C4P2",3 + 0,2,Rob Anderson,House,"$884,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$884,900"
"Lot 11 PERTH ROAD|Montague, Ontario K7C4P2",3 + 0,2,Rob Anderson,House,"$734,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$734,900"
"Lot 14 MCGUIRE ROAD|Montague, Ontario K7A4S6",3 + 0,2,Rob Anderson,House,"$644,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$644,900"
"Lot 110 NOLANS ROAD|Montague, Ontario K7C4P2",3 + 0,2,Rob Anderson,House,"$734,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$734,900"
"Lot 111 NOLANS ROAD|Montague, Ontario K7A4S6",2 + 0,2,Rob Anderson,House,"$734,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$734,900"
"1480 DEMETER STREET|Orleans, Ontario K4A5C6",3 + 0,4,Jean Guy A. Finnigan,Row / Townhouse,"$569,900",RE/MAX AFFILIATES REALTY LTD.,613,769-2319,"$569,900"
"Lot 17 NOLANS ROAD|Montague, Ontario K7A4S6",3 + 0,2,Rob Anderson,House,"$794,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$794,900"
"160 BRUYERE STREET UNIT#1|Ottawa, Ontario K1N5E1",1 + 0,1,Oliver Wood,Apartment,"$427,500",GRINDSTONE REALTY INC.,613,261-2087,"$427,500"
"1581 GREY NUNS DRIVE|Ottawa, Ontario K1C2L6",3 + 0,2,Charles Seguin,Row / Townhouse,"$384,900",RE/MAX DELTA REALTY,613,277-8836,"$384,900"
"200 BAY STREET UNIT#1602|Ottawa, Ontario K1R7W8",1 + 0,1,Maria Guimaraes,Apartment,"$310,000",RE/MAX HALLMARK REALTY GROUP,613,282-2629,"$310,000"
"10 QUILL STREET|Ottawa, Ontario K1K1S4",5 + 0,5,Steven Saab,House,"$1,149,000",FIRST CHOICE REALTY ONTARIO LTD.,613,863-5886,"$1,149,000"
"86 Rue Front|#103|Gatineau (Aylmer), Quebec J9H6G1",2,1,Jimmy Arseneault,Apartment,"$169,900",RE/MAX VISION,819,664-7755,"$169,900"
"19 Rue du Conservatoire|#2|Gatineau (Aylmer), Quebec J9J0B5",2,1,Olivier Munyaburanga,Apartment,"$299,900",VIA CAPITALE DIAMANT,819,319-2611,"$299,900"
